transaction_id,account_id,customer_id,merchant_name,store_name,card_type,card_expire_date,transaction_type,transaction_status,amount,currency,timestamp_initiated,timestamp_completed,duration_sec,hour,day_of_week,months_to_expiry,geo_location,geo_distance_km,ip_address,retry_count,device_id,created_by,created_at,has_high_amount,has_long_duration,has_odd_hour,has_expiring_card,has_geo_far,has_status_fail,is_anomaly_suspected_supervised,is_anomaly_suspected_UnSupervised,iso_anomaly,iso_score,rule_anomalies
2e9f05ec-1271-49c0-80a0-d0a9bc78cda8,e4cdc9f5-95c5-4418-b8b0-a0c502a3933e,662820d9-178b-488d-8c64-13c03d6bd3f0,Smith Inc,PLC,VISA,11/2026,ONLINE,FAILED,7784.9,EUR,2024-10-26 15:34:24,2024-10-26 15:35:13,49.0,15,5,16,"-87.0987,50.7768",11146.98705497085,96.193.173.251,0,ad61ec8b-cada-4b3a-b336-d56127d87982,margaretblackwell,2025-07-26T22:22:02.864104,True,False,False,False,True,True,True,True,1,76.60006346125967,"['HIGH_AMOUNT', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
c628dee5-8200-4d87-8288-4872f3c382e3,ab426ece-854c-4c3c-a1f7-d6924d7fc76e,63f8cd79-934b-48b3-8859-c0875f767ff6,Mendoza-Garcia,Inc,RUPAY,07/2026,OFFLINE,FAILED,3701.87,USD,2025-02-17 14:45:23,2025-02-17 14:46:56,93.0,14,0,12,"63.9795,76.7032",5663.426595318737,130.240.152.75,3,ef7930f2-f607-49c3-a6c1-9397a50ad8cd,cohenjames,2025-07-26T22:22:02.864359,False,False,False,False,True,True,False,False,1,62.82770073539538,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
e167d5bc-1cc4-4c86-b17c-1d4d5946adef,3343ddbd-25e2-42ca-b85e-af314fc1824a,1fb529e4-96e3-4e8f-89fe-d672285dd86b,Hudson Group,Inc,AMEX,10/2028,OFFLINE,FAILED,6147.48,EUR,2025-06-28 19:29:57,2025-06-28 19:34:32,275.0,19,5,39,"83.0066,23.8079",8114.117606994979,187.40.121.117,3,4cb5e9ad-2016-48cd-9ef0-c4df6f47bd80,andrewsmith,2025-07-26T22:22:02.864562,True,False,False,False,True,True,True,True,1,74.55342399701665,"['HIGH_AMOUNT', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
ede5bfc8-4774-4765-a678-09b27fc4a700,db0f6b47-3307-4b12-9658-5957fa88c04e,9aa15055-0564-4462-b56c-803811c6da8c,Navarro-Carr,LLC,MASTERCARD,10/2028,ONLINE,FAILED,714.19,INR,2025-06-08 00:07:32,2025-06-08 00:09:20,108.0,0,6,39,"-6.1250,172.8530",10737.080312216967,205.78.215.42,2,4dc4c01a-6c04-4f60-8817-f04b9dfd63fd,ebishop,2025-07-26T22:22:02.864786,False,False,True,False,True,True,True,True,1,37.86561341204063,"['ODD_HOUR', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
a4ce90fe-f014-41d2-a103-57c08c416870,cc4879c7-16d4-4461-b9fa-c5c24eefaf6b,2bf600bc-6aff-449f-82c8-92afe4ea2d83,Santiago PLC,and Sons,VISA,03/2030,OFFLINE,FAILED,6732.72,INR,2024-11-22 05:46:28,2024-11-22 05:51:14,286.0,5,4,56,"-17.9148,-125.9113",17454.372707027665,29.94.202.83,3,6bb7b326-57f4-4f1c-bee7-5234d224c22b,mccallsteven,2025-07-26T22:22:02.865003,True,False,False,False,True,True,True,True,1,28.638505447222563,"['HIGH_AMOUNT', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
fd38217c-59d4-4964-b745-58b2a505e932,47295d35-5e94-4074-9f2d-8d76457d2c58,a179b52e-c48b-4fdf-a529-eb04bd4d8993,Roberts LLC,PLC,VISA,04/2030,ONLINE,FAILED,2747.16,EUR,2024-11-21 16:17:08,2024-11-21 16:19:10,122.0,16,3,57,"0.8843,13.9487",7140.011770844257,55.32.175.147,1,b0e8dfba-a7b6-4690-bfc9-f42ffed8adba,reedamanda,2025-07-26T22:22:02.865209,False,False,False,False,True,True,False,False,1,66.7874749763263,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
cd784d48-b437-446b-94eb-cd12d57444ff,be41f969-ff08-4a0d-856c-57785a603654,163f8351-7a53-4d1a-a4f3-fac8e34f575d,"Johnson, Petersen and Cline",PLC,AMEX,06/2030,OFFLINE,FAILED,2612.6,EUR,2024-10-26 20:46:53,2024-10-26 20:49:13,140.0,20,5,59,"23.6778,-151.4549",13321.505004681414,180.227.98.127,3,31ed0534-d63c-4895-a966-63af26dd0d1c,hartsarah,2025-07-26T22:22:02.865493,False,False,False,False,True,True,False,False,1,54.78673683941035,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
016cdaea-a577-4517-aa81-e17c901d3f16,4bae1a0e-7a1f-406d-92e9-436a1de18cce,47103210-fdf5-44d9-8dce-697388bcfe5b,"Davis, Mitchell and Garcia",Ltd,VISA,04/2028,OFFLINE,FAILED,3194.1,INR,2024-11-28 11:03:46,2024-11-28 11:08:01,255.0,11,3,33,"56.4284,-168.0595",10242.624524460181,83.58.228.15,3,6b9ed3cb-dc8c-49f1-821b-e680b4be9be1,jameshayden,2025-07-26T22:22:02.865775,False,False,False,False,True,True,False,False,1,89.41447629109008,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
8a00f5f9-9f91-4816-a299-e478023131f5,7b7cd72d-45df-4242-977e-b5de7898c117,9af381b2-80bb-437a-a153-92ee49c5d9ea,Rodriguez-Harris,and Sons,VISA,02/2029,ONLINE,FAILED,5260.77,EUR,2024-08-28 23:54:12,2024-08-28 23:58:17,245.0,23,2,43,"-59.9800,136.3228",9616.675939205505,78.244.125.218,0,b55daa9d-237f-4698-b93c-d9b66ccb5844,steven53,2025-07-26T22:22:02.866094,True,False,False,False,True,True,True,True,1,66.28053146437087,"['HIGH_AMOUNT', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
cdb8a2ca-aa7b-4484-bb6c-ac08793ecedf,63508bfb-0d4e-48bc-9410-fe412a04dad4,b2109ba0-cc39-41d1-90c9-8630939931bf,"David, Camacho and Miller",Inc,VISA,07/2028,ONLINE,FAILED,5241.75,INR,2025-04-17 09:02:21,2025-04-17 09:06:42,261.0,9,3,36,"64.4368,90.8398",5805.123643303813,150.83.160.58,3,8743aa12-d0b1-4959-bc4d-2a3384fdcac3,trivera,2025-07-26T22:22:02.866392,True,False,False,False,True,True,True,True,1,79.07993658651546,"['HIGH_AMOUNT', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
6de212c0-24a8-4078-a2e2-11948b4f4857,aa5da0db-d62f-47fb-a6ac-b2b1d225708e,6bfd17cd-5a73-4d1e-a273-d23d07529887,Mccarty-Flowers,and Sons,MASTERCARD,10/2027,OFFLINE,FAILED,8763.96,USD,2024-08-16 03:55:48,2024-08-16 03:57:25,97.0,3,4,27,"-82.0199,45.7787",10676.061847288482,121.246.197.101,1,c082645f-2556-4876-ad90-eb4f2adab8d5,fparker,2025-07-26T22:22:02.866609,True,False,True,False,True,True,True,True,1,71.50217187979152,"['HIGH_AMOUNT', 'ODD_HOUR', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
857111a5-ff45-49db-ad26-c94ede3cf05f,12a05168-00cd-479c-8c36-ab0ef6cd2bb6,b2f4839e-3008-4da5-981f-9263eaaf62f0,Jones and Sons,and Sons,VISA,12/2025,ONLINE,FAILED,6460.53,INR,2024-09-27 14:31:25,2024-09-27 14:32:55,90.0,14,4,5,"10.7884,-119.9980",16746.919431193775,131.209.197.220,1,15b92604-55dc-4064-8038-fe466c6c273e,jamesanderson,2025-07-26T22:22:02.866824,True,False,False,False,True,True,True,True,1,48.85438118365562,"['HIGH_AMOUNT', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
60b9516f-98b7-43a8-b452-6bb53d2576dc,b5e6a094-eddb-42cd-9ecd-c51536563186,b06ac50f-25f2-4de4-840a-1800851f7c22,Ayala-Flores,Ltd,RUPAY,08/2026,OFFLINE,FAILED,3775.81,EUR,2025-04-09 13:35:05,2025-04-09 13:39:58,293.0,13,2,13,"69.8840,-175.1488",9303.32785362012,130.111.117.251,1,bb9b160f-cfee-49d2-86a7-51425527f854,mbarr,2025-07-26T22:22:02.867044,False,False,False,False,True,True,False,False,1,60.735959949774525,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
87a24343-1594-438a-b205-95db584e7cb2,1abf210a-b1bb-4f58-8e6f-7fd4ddaa3e6e,5e07c1e7-80de-4e47-bde7-c80e16adcbb6,Warren and Sons,LLC,AMEX,10/2029,OFFLINE,FAILED,7891.81,USD,2024-09-23 14:56:34,2024-09-23 15:00:17,223.0,14,0,51,"69.0561,165.9707",8601.740061230343,15.219.97.23,0,10a43e95-fb30-4b61-8572-831237324cdb,zaustin,2025-07-26T22:22:02.867215,True,False,False,False,True,True,True,True,1,54.936081311881054,"['HIGH_AMOUNT', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
c922420f-f032-438a-9ae3-41a3635c747d,75ffcd71-1380-4172-ad6e-2cf2e2fdbfb7,18693361-5dbc-499f-b59b-9e1acf08a49a,"Taylor, Schroeder and Glenn",Group,MASTERCARD,07/2026,ONLINE,FAILED,5958.92,USD,2024-09-20 20:29:14,2024-09-20 20:33:57,283.0,20,4,12,"39.5755,-84.3915",13897.07702868055,210.142.123.17,3,74f2a53e-a97f-4f47-9f67-98b9a13d8379,mccarthystacey,2025-07-26T22:22:02.867506,True,False,False,False,True,True,True,True,1,59.549007286861425,"['HIGH_AMOUNT', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
00a3656b-4176-41c5-adef-14ddc838eb27,bc7565b4-bb12-4140-be29-0ef32f0dcfae,cc823359-7612-4ec4-835a-89c9126b15e3,Jackson-Hudson,PLC,AMEX,10/2028,ONLINE,FAILED,309.97,USD,2024-07-30 00:59:14,2024-07-30 01:00:50,96.0,0,1,39,"-51.9627,112.9131",7956.690158251997,29.89.237.26,2,b39db9b5-4734-4d75-a4d9-9b3d11bd777a,franklin51,2025-07-26T22:22:02.867711,False,False,True,False,True,True,True,True,1,39.57205130248714,"['ODD_HOUR', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
b6eb310d-fb02-44f1-b646-4c092d6fefc2,33ee2197-4651-42c5-83ab-08131ebb270e,4fdcd726-fde8-45ce-bf31-ebc4508d178f,"Houston, Richmond and Simpson",Inc,AMEX,05/2029,OFFLINE,FAILED,1970.9,USD,2025-02-19 18:53:04,2025-02-19 18:56:23,199.0,18,2,46,"13.1601,0.3073",8343.06558827988,182.15.194.87,1,4c2b799a-c356-49cf-b2f7-82ffacb66452,jamesmata,2025-07-26T22:22:02.868025,False,False,False,False,True,True,False,False,1,80.9588182311182,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
2940baec-42ac-4cd9-aa68-5beae3af1d32,b668e765-71df-4623-b172-0e03c394ce16,24a93747-83fb-4e79-8b8c-5a16e154aad1,Payne-Davenport,Group,RUPAY,06/2028,OFFLINE,FAILED,4808.56,USD,2024-10-27 17:22:47,2024-10-27 17:25:33,166.0,17,6,35,"29.2650,125.3850",5240.542942142296,218.20.160.72,2,69e6ed0f-9ded-4b78-9eec-d8971211dbf2,haasjohn,2025-07-26T22:22:02.868273,False,False,False,False,True,True,False,False,1,60.98652324155405,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
3b8017ec-0876-49e8-8f69-d08765862939,d4cd3217-b037-4dd3-b5fe-3c9dfb86c66e,499fe7c5-094e-44c4-91d5-b1f50189901c,"Farmer, Smith and Garcia",and Sons,AMEX,05/2026,OFFLINE,FAILED,6933.76,EUR,2024-09-18 09:00:37,2024-09-18 09:04:35,238.0,9,2,10,"-22.9556,-26.5068",11996.310446822685,48.189.208.236,2,ed3a4d14-d95a-4fdf-beea-856811b76747,wattswanda,2025-07-26T22:22:02.868551,True,False,False,False,True,True,True,True,1,79.2380300951118,"['HIGH_AMOUNT', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
7a460945-3dd7-4a44-a60b-6da7da1157fb,a6a64aef-419a-4585-9282-433c17b71de9,43a5feab-4010-443d-a178-b767b16940ae,"Butler, Gonzalez and Kennedy",Ltd,RUPAY,01/2026,ONLINE,FAILED,346.76,INR,2025-07-11 12:06:56,2025-07-11 12:10:41,225.0,12,4,6,"43.9973,133.3304",6295.022994722823,108.188.26.178,0,5c1275b8-b23f-4524-94f9-76a826e9d2be,frazierderrick,2025-07-26T22:22:02.869034,False,False,False,False,True,True,False,False,1,50.516806145549566,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
b45feb7d-2380-4a60-8a22-ccfc9936286d,4628693b-da1c-4ba2-8e50-5e44422e03cd,01ab4e57-de30-4035-8416-1ff82d24b174,Norton-Wise,Inc,RUPAY,12/2026,OFFLINE,FAILED,6829.54,EUR,2025-04-25 00:33:33,2025-04-25 00:36:56,203.0,0,4,17,"13.0911,-77.0779",16004.792199547479,175.53.137.149,2,2d8fdf34-6766-4b75-9a1b-20bcb416650d,carriereed,2025-07-26T22:22:02.869383,True,False,True,False,True,True,True,True,1,49.08255477970357,"['HIGH_AMOUNT', 'ODD_HOUR', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
d3116d1a-4879-41e6-964e-9e742e7e36fc,1154dcdd-b891-47c6-bf7b-d7b2735c4747,5e6dbe71-746e-4ab6-9f77-0c30054e6743,"Mccall, Evans and Richmond",Ltd,RUPAY,09/2025,OFFLINE,FAILED,4170.82,USD,2025-02-13 03:01:03,2025-02-13 03:01:24,21.0,3,3,2,"-6.5989,-9.5051",9868.103548117731,202.19.231.4,1,6848df97-0992-4b5c-a863-fef5dbf560fe,kperez,2025-07-26T22:22:02.869667,False,False,True,False,True,True,True,True,1,56.909446299649176,"['ODD_HOUR', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
cde1cb9b-c620-4683-9e5e-18ffff58ce15,b74b092f-3589-4b52-82da-0ca76dce8a61,6ee56b95-aa11-4707-bf86-4f85df31de55,"Nichols, Murray and Kline",and Sons,AMEX,06/2030,OFFLINE,FAILED,4942.93,EUR,2024-09-22 17:40:08,2024-09-22 17:41:52,104.0,17,6,59,"59.0483,153.4238",7968.2642880784815,141.61.38.57,1,5a375a67-1c1a-47bf-be3f-879b41448895,lweiss,2025-07-26T22:22:02.869926,False,False,False,False,True,True,False,False,1,44.18354929956992,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
b8b58ba4-1e28-4a10-a601-00a6f03f60aa,57abc60a-bf7b-4f6f-9419-759010612285,e29f4a95-b736-476e-84f0-a6fdf9bb2b14,"Randall, Lara and Gallagher",Ltd,AMEX,08/2026,ONLINE,FAILED,6841.74,EUR,2024-11-03 22:23:52,2024-11-03 22:25:58,126.0,22,6,13,"-31.9937,150.0123",9167.859955307105,203.45.183.171,3,fc7ec0e0-2113-4873-8cd9-902629ab395a,matthewford,2025-07-26T22:22:02.870217,True,False,False,False,True,True,True,True,1,54.69040220789957,"['HIGH_AMOUNT', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
234212f9-686b-48d2-a981-cfc1fc6cfa83,cc8a77f2-4463-431d-b5fa-d5688921952e,7d93f6c6-22cb-4d0b-8775-4c3397c9878f,"Grant, Brooks and Wilkinson",Group,VISA,09/2025,OFFLINE,FAILED,2768.74,INR,2025-07-08 22:54:43,2025-07-08 22:55:25,42.0,22,1,2,"31.2485,-118.2540",14829.118207559362,86.110.135.101,1,19d2845b-8bc9-4d6e-bf69-445ba146daad,reginaldtran,2025-07-26T22:22:02.870497,False,False,False,False,True,True,False,False,1,34.25002512383897,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
da61385b-afb6-4160-9049-7138432ef5e9,7d38a833-4365-41ad-bc73-bac103bfffd6,f9f67dc6-c26a-4aca-b947-ac3bf8f22e1a,Cole Group,LLC,RUPAY,07/2030,OFFLINE,FAILED,17.0,EUR,2025-02-05 07:03:20,2025-02-05 07:05:51,151.0,7,2,60,"-30.2033,88.2044",4910.810964620533,202.126.16.134,0,e14d6719-c4c5-4039-a140-70c175b88294,jenniferlopez,2025-07-26T22:22:02.870714,False,False,False,False,True,True,False,False,1,21.14567888205009,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
2475d4dd-9910-4bc2-a6d3-22ea9dae7720,d7e09d6b-5160-4080-abc6-437f299882f4,c05733cc-9902-44b6-8129-855088da7388,Smith Ltd,Group,MASTERCARD,11/2025,ONLINE,FAILED,7107.43,INR,2025-05-31 00:57:48,2025-05-31 01:01:40,232.0,0,5,4,"-13.4884,-116.1705",18542.871022362146,222.238.52.198,0,9e166fa2-b8eb-4503-9234-25420bfbf7c0,heather10,2025-07-26T22:22:02.870891,True,False,True,False,True,True,True,True,-1,10.141006122919773,"['HIGH_AMOUNT', 'ODD_HOUR', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
253c8418-8661-4b6b-9e48-f99dc1042d44,11456f2f-b671-4f8e-bb7b-b34fe5eda0bc,0a96801b-bea3-4cea-9572-84213b8c3998,Rice-Price,LLC,AMEX,12/2029,OFFLINE,FAILED,5601.05,INR,2025-05-03 23:21:36,2025-05-03 23:25:14,218.0,23,5,53,"-49.9611,8.8234",9644.11681733183,144.35.88.146,2,f48cc611-9236-4358-8477-fdc551d21194,colleencohen,2025-07-26T22:22:02.871139,True,False,False,False,True,True,True,True,1,61.8197028499157,"['HIGH_AMOUNT', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
77fc1dd4-b4f9-4655-9a01-2ead08ce2c55,315a35ce-614a-4efc-b3e9-0bf7d0aaa544,805dad61-ff8a-4d33-b0e6-9a58d0712202,Forbes PLC,Group,MASTERCARD,08/2025,OFFLINE,FAILED,116.74,EUR,2024-11-09 04:05:34,2024-11-09 04:07:23,109.0,4,5,1,"-62.1708,-4.2460",10851.948669985584,9.184.93.182,3,c6d46791-9764-4ebd-89d9-b27a1f172362,stevenwang,2025-07-26T22:22:02.871346,False,False,True,False,True,True,True,True,1,35.93071883230088,"['ODD_HOUR', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
a3231d35-2958-44b8-b2c6-b0378b3b6ca6,b667f0c1-5813-48df-bd65-f201e1ec78c9,fd7c9b2b-ece4-4ee8-b0f8-827810de87b1,"Lindsey, Trujillo and Wood",and Sons,AMEX,11/2026,OFFLINE,FAILED,1723.56,INR,2024-11-09 23:02:04,2024-11-09 23:06:32,268.0,23,5,16,"74.7891,91.8263",6925.723175615232,153.154.244.115,2,76ed4fe4-1c07-46b9-89a4-ffa189894ed7,diane62,2025-07-26T22:22:02.871592,False,False,False,False,True,True,False,False,1,42.505240666797576,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
6c7b5e2c-b76b-456a-b0d1-e1ae5262062f,6b93e9b4-eb62-46c8-a356-2a9244724b10,907a7c87-444b-4db2-ba99-4c8af5f95b71,Gillespie-Anderson,LLC,MASTERCARD,10/2027,OFFLINE,FAILED,3172.32,EUR,2024-09-27 07:35:43,2024-09-27 07:36:23,40.0,7,4,27,"-10.7912,20.5873",6824.731053950785,223.136.24.18,0,3167f0b8-7fac-45e4-83a5-f92fed637a54,iowens,2025-07-26T22:22:02.871813,False,False,False,False,True,True,False,False,1,78.32532015307963,"['GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
1cfbb67f-f020-4904-bcd5-cb2421229e04,c65e6282-0a56-40aa-823e-b148d76daade,4bd762d3-7570-4d39-976a-32324576f8b8,Vaughn and Sons,Ltd,VISA,02/2026,OFFLINE,FAILED,5671.78,INR,2024-12-12 08:34:05,2024-12-12 08:36:45,160.0,8,3,7,"-71.0803,151.5765",10792.77366552803,11.171.75.178,0,4d59b00a-0938-4149-ad2b-6af6d921cd13,pam61,2025-07-26T22:22:02.871975,True,False,False,False,True,True,True,True,1,95.54652815001657,"['HIGH_AMOUNT', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
e7b3a118-e704-438d-aa6a-a2537eb45065,c0ad0f30-8e92-4524-9204-a6e5049d2812,4d023703-d0d2-41ee-96da-f948fde53166,"Hill, Long and Chan",PLC,VISA,06/2030,ONLINE,FAILED,6254.25,USD,2025-05-31 22:58:45,2025-05-31 23:03:22,277.0,22,5,59,"-88.0190,-143.7738",11602.196986260713,117.226.42.11,0,41b4adc4-2514-40bb-b6d9-92e95c3f4ed6,caitlin82,2025-07-26T22:22:02.872214,True,False,False,False,True,True,True,True,1,44.75834480317573,"['HIGH_AMOUNT', 'GEO_TOO_FAR', 'STATUS_NOT_SUCCESS']"
